ecabuk|41.00527|28.97696
edavis|36.114646|-115.172816
edwtjo|59.32893|18.06491
elvard|49.817492|15.472962
emidln|38.9072309|-77.0364641
emilstenstrom|59.32893|18.06491
epicserve|47.4234599|-120.3103494
ericflo|37.7749295|-122.4194155
erikr|52.3702157|4.8951679
etianen|52.205337|0.121817
fanatid|56.072373|37.935638
fandekasp|36.204824|138.252924
fcurella|38.9716689|-95.2352501
ferhatelmas|46.5199617|6.6335971
fhahn|47.516231|14.550072
filias|52.519171|13.4060912
floppya|47.6062095|-122.3320708
freakboy3742|-31.9530044|115.8574693
gabejackson|46.9479222|7.4446085
gabrielgrant|43.653226|-79.3831843
gavinwahl|39.5500507|-105.7820674
ghickman|51.7520209|-1.2577263
glenrobertson|-41.2864603|174.776236
grahamdumpleton|-33.8674869|151.2069902
grampajoe|40.7282239|-73.7948516
gsong|37.7749295|-122.4194155
hannesstruss|52.519171|13.4060912
heyman|59.8585638|17.6389267
hirokiky|36.204824|138.252924
honzakral|49.817492|15.472962
idan|32.066158|34.777819
ikelly|40.0149856|-105.2705456
infraredgirl|49.1950602|16.6068371
izquierdo|35.6894875|139.6917064
jaap3|51.9851034|5.8987296
jacobian|38.9716689|-95.2352501
jaimeirurzun|51.5112139|-0.1198244
jakul|51.5112139|-0.1198244
janbednarik|49.817492|15.472962
jannkleen|52.519171|13.4060912
jarshwah|-37.814107|144.96328
jasondavies|51.5112139|-0.1198244
jaylett|55.378051|-3.435973
jbronn|37.7749295|-122.4194155
jcowgar|40.4172871|-82.907123
jdunck|37.7749295|-122.4194155
jezdez|52.519171|13.4060912
jkocherhans|41.8781136|-87.6297982
jmichalicek|37.5407246|-77.4360481
jnns|52.519171|13.4060912
jonathanslenders|50.503887|4.469936
jonklo|59.9138688|10.7522454
jorgebastida|51.5112139|-0.1198244
jphalip|37.7749295|-122.4194155
jtauber|42.5047161|-71.1956205
juanpex|-34.8836111|-56.1819444
juanriaza|40.463667|-3.74922
justintarthur|30.267153|-97.7430608
keimlink|51.3396955|12.3730747
kenbolton|41.5048158|-73.9695832
kevin1024|21.4022222|-157.7394444
khalas|51.919438|19.145136
kleinmatic|40.7143528|-74.0059731
kmtracey|35.732652|-78.8502856
konarkmodi|28.4594965|77.0266383
koniiiik|48.1458923|17.1071373
koorgoo|55.7512419|37.6184217
krmboya|-0.023559|37.906193
krzysiekj|52.2296756|21.0122287
kylef|51.5112139|-0.1198244
leereilly|37.7749295|-122.4194155
loic|34.047863|100.6196553
lraucy|48.856614|2.3522219
lucianu|45.943161|24.96676
lukaszb|52.2296756|21.0122287
lurst|51.7520209|-1.2577263
maikhoepfel|53.801279|-1.548567
makto|39.90403|116.407526
malcolmt|-33.8674869|151.2069902
manfre|35.79154|-78.7811169
marcneuwirth|42.3875968|-71.0994968
markhellewell|-37.814107|144.96328
martey|38.9072309|-77.0364641
martijnvermaat|52.132633|5.291266
matt-stevens|52.486243|-1.890401
matthewwithanm|38.9072309|-77.0364641
mattrobenolt|37.7749295|-122.4194155
mbrochh|1.352083|103.819836
mdj2|45.6387281|-122.6614861
melinath|47.6062095|-122.3320708
mgrouchy|45.4215296|-75.6971931
michaelblume|37.8715926|-122.272747
micolous|-34.00025|138.002206
minrk|37.8715926|-122.272747
mintchaos|47.6062095|-122.3320708
mitnk|39.90403|116.407526
mjtamlyn|51.7520209|-1.2577263
morty|55.378051|-3.435973
mpaolini|41.87194|12.56738
mrj0|34.285558|-118.8820414
mvantellingen|52.132633|5.291266
newmaniese|42.331427|-83.0457538
nickbruun|55.6760968|12.5683371
nims11|23.3440997|85.309562
nippo|48.856614|2.3522219
niwibe|40.4167754|-3.7037902
noirbizarre|46.227638|2.213749
obeattie|51.5112139|-0.1198244
onceuponatimeforever|37.7749295|-122.4194155
osmose|28.0836269|-80.6081089
paulmcmillan|37.6909682|-122.3107517
phantummm|40.65|-73.95
pjdelport|-33.9248685|18.4240553
prestontimmons|32.7801399|-96.8004511
ptone|34.4208305|-119.6981901
pydanny|34.0522342|-118.2436849
pyriku|51.5112139|-0.1198244
qris|52.205337|0.121817
rafikdraoui|43.653226|-79.3831843
raulcd|41.3850639|2.1734035
reclosedev|56.3278517|44.0006851
reverie|51.4556432|7.0115552
rfleschenberg|51.165691|10.451526
richardcornish|41.8781136|-87.6297982
rockymeza|39.737567|-104.9847179
ryanisnan|43.653226|-79.3831843
ryankask|51.5112139|-0.1198244
samuraisam|37.7749295|-122.4194155
seanbrant|41.8781136|-87.6297982
senko|45.8130293|15.9778949
sesh|-37.814107|144.96328
shabda|17.385044|78.486671
shanx|52.3702157|4.8951679
sicarrots|52.2296756|21.0122287
skrr|52.519171|13.4060912
smileychris|-40.900557|174.885971
stefankjartansson|64.135338|-21.89521
stephrdev|52.519171|13.4060912
streeter|37.7749295|-122.4194155
strongriley|37.7749295|-122.4194155
svisser|51.5112139|-0.1198244
t0m|38.9072309|-77.0364641
tadeck|52.2296756|21.0122287
tail|37.7749295|-122.4194155
tcarlander|25.271139|55.307485
techtonik|53.9|27.5666667
teferi|55.7512419|37.6184217
telenieko|41.3850639|2.1734035
timheap|-41.3650419|146.6284905
toastdriven|47.8209301|-122.3151313
tobiasmcnulty|35.9131996|-79.0558445
tomchristie|50.82253|-0.137163
tominsam|51.5112139|-0.1198244
treyhunner|32.7153292|-117.1572551
tswicegood|30.267153|-97.7430608
tthurman|51.386491|-0.509456
tuttle|50.76628|15.0543387
tylerball|56.130366|-106.346771
ubernostrum|38.9716689|-95.2352501
ulope|50.0630804|8.2433437
uruz|53.1939823|45.0121157
vdboor|52.132633|5.291266
viciu|50.0646501|19.9449799
vicould|40.4258686|-86.9080655
vkurup|35.9131996|-79.0558445
vkuzma|46.818188|8.227512
webjunkie|52.519171|13.4060912
wilfred|55.378051|-3.435973
wolph|52.3702157|4.8951679
woodm1979|39.9205411|-105.0866504
xakon|40.6393495|22.9446064
yohanboniface|46.227638|2.213749
yumike|55.7512419|37.6184217
zerok|47.070714|15.439504
zsiciarz|52.2296756|21.0122287
zyegfryed|46.3881817|6.2340622
gabrielhurley|37.8715926|-122.272747
zedr|53.3498053|-6.2603097
5v3n|53.5510846|9.9936818
7even|55.672744|37.550851
aantix|37.7749295|-122.4194155
aaronbatalion|38.9072309|-77.0364641
aaronbrethorst|47.6062095|-122.3320708
aaronrenner|37.2255593|-107.5981123
ab9|-31.9530044|115.8574693
abloom|41.8781136|-87.6297982
abonec|55.757541|37.615215
abyx|31.046051|34.851612
acangiano|43.653226|-79.3831843
acapilleri|37.5080386|15.0828512
acatighera|40.7143528|-74.0059731
accessd|61.52401|105.318756
acoffman|38.6270025|-90.1994042
acroca|1.352083|103.819836
adamcooper|49.261226|-123.1139268
adamlogic|39.9611755|-82.9987942
adammck|40.7143528|-74.0059731
aderyabin|27.7730556|-82.64
aditya-kapoor|28.635308|77.22496
adkron|37.9642529|-91.8318334
adomokos|41.8781136|-87.6297982
adrianpike|48.7595529|-122.4882249
adrianss|23.634501|-102.552784
adzap|-37.814107|144.96328
agis-|37.9837155|23.7293097
agrobbin|42.3584308|-71.0597732
ahoward|40.0198557|-105.2734168
ai|59.9395237|30.3120206
aj-acevedo|40.7143528|-74.0059731
akalyaev|54.3185538|48.4053791
akaspick|49.8997541|-97.1374937
al2o3cr|39.9611755|-82.9987942
albertoperdomo|28.1131545|-15.4408832
alex3|34.0522342|-118.2436849
alexandrz|61.52401|105.318756
alexeymuranov|43.604652|1.444209
alexisbernard|46.1983922|6.1422961
alexpeattie|49.261226|-123.1139268
alexreisner|40.65|-73.95
alexrothenberg|42.3736158|-71.1097335
alfonsocora|-34.8836111|-56.1819444
alfredw|43.653226|-79.3831843
alg|44.61665|33.525367
alindeman|33.7489954|-84.3879824
alk|53.9|27.5666667
alloy|52.3702157|4.8951679
alovak|53.9|27.5666667
alup|37.9837155|23.7293097
alvarobp|39.4699075|-0.3762881
amaia|40.4167754|-3.7037902
amatsuda|35.6894875|139.6917064
americos|38.9072309|-77.0364641
amerine|45.5234515|-122.6762071
amit-thawait|19.0759837|72.8776559
amutz|34.4208305|-119.6981901
anayden|27.7730556|-82.64
andreacampi|45.4654542|9.186516
andrew|51.375801|-2.3599039
andrewtimberlake|-30.559482|22.937506
andreychernyh|55.7949414|49.1050445
andriytyurnikov|48.379433|31.16558
andyjeffries|51.5112139|-0.1198244
andymoreland|37.424106|-122.1660756
anildigital|18.5204303|73.8567437
ankit8898|51.5112139|-0.1198244
anolson|37.2295733|-80.4139393
anthonyalberto|45.5086699|-73.5539925
anthonycrumley|33.1006746|-86.8641558
antonio|40.463667|-3.74922
anupamc|18.5204303|73.8567437
apohllo|51.919438|19.145136
apotonick|-33.8674869|151.2069902
arabonradar|55.7512419|37.6184217
armanddp|-33.9248685|18.4240553
armstrjare|-40.900557|174.885971
artemave|51.5112139|-0.1198244
artemeff|57.6274981|39.8901648
artemk|50.4501|30.5234
arunagw|59.32893|18.06491
asanghi|26.9124165|75.7872879
aslakhellesoy|51.5112139|-0.1198244
aslamnd|7.284459|80.637459
atambo|40.4406248|-79.9958864
atd|40.4167754|-3.7037902
atnan|37.3229978|-122.0321823
audiodude|42.3584308|-71.0597732
aughey|38.6270025|-90.1994042
aughr|45.5234515|-122.6762071
aurelian|41.3850639|2.1734035
aussiegeek|-37.814107|144.96328
avakhov|55.7512419|37.6184217
avit|49.7016339|-123.1558121
avk|37.8715926|-122.272747
avnercohen|32.068424|34.824785
awebneck|36.1666667|-86.7833333
axisofeval|35.6894875|139.6917064
ayrton|51.053468|3.73038
bagwanpankaj|18.852025|82.5701475
bakineggs|37.7749295|-122.4194155
balexand|38.5733155|-109.5498395
banyan|35.6894875|139.6917064
banzaiman|35.7795897|-78.6381787
baroquebobcat|40.0149856|-105.2705456
barttenbrinke|52.132633|5.291266
bashmish|55.7512419|37.6184217
basti|45.262231|19.851858
bcardarella|42.3584308|-71.0597732
bdmac|44.0234|-92.46295
bdq|53.41291|-8.24389
bdurand|37.7749295|-122.4194155
be9|55.0300636|82.9199423
beerlington|44.4758825|-73.212072
behrends|47.9990077|7.8421043
bellmyer|39.0997265|-94.5785667
bemurphy|33.6839473|-117.7946942
benders|45.5234515|-122.6762071
benedikt|51.165691|10.451526
benjaminoakes|41.6611277|-91.5301683
benjamintanweihao|1.352083|103.819836
benmanns|37.4137536|-79.1422464
benmoss|40.65|-73.95
benpickles|51.5112139|-0.1198244
bensie|32.7153292|-117.1572551
bensomers|37.7749295|-122.4194155
bernardo|-14.235004|-51.92528
bernerdschaefer|52.519171|13.4060912
bertg|51.053468|3.73038
betamatt|42.3584308|-71.0597732
beyond|36.204824|138.252924
bfolkens|34.0522342|-118.2436849
bgreenlee|47.6062095|-122.3320708
bilts|40.1545535|-75.2215651
bionicpill|47.6062095|-122.3320708
biow0lf|48.015883|37.80285
bira|-22.9071048|-47.0632391
bitserf|-40.900557|174.885971
bkeepers|42.7875235|-86.1089301
blackbulletiv|-20.9175738|142.7027956
blakesmith|41.8781136|-87.6297982
blaxter|41.6487908|-0.8895811
bloudermilk|33.9962144|-118.4688776
blowmage|40.4141174|-111.7585414
bmarini|37.7749295|-122.4194155
bobbytables|34.0522342|-118.2436849
bobbywilson0|39.737567|-104.9847179
bodacious|56.4906712|-4.2026458
bogdan|50.4501|30.5234
bohford|37.8715926|-122.272747
bolshakov|59.9395237|30.3120206
bonsaiben|35.6894875|139.6917064
bouk|52.132633|5.291266
bounga|46.227638|2.213749
bowsersenior|37.3229978|-122.0321823
bquorning|55.6760968|12.5683371
braddunbar|33.9815369|-81.2362107
bradediger|41.8781136|-87.6297982
bradleybuda|47.6062095|-122.3320708
bradleypriest|1.352083|103.819836
bradly|32.7153292|-117.1572551
bradrobertson|43.653226|-79.3831843
brainopia|59.9395237|30.3120206
bratish|22.572646|88.363895
brendon|-37.7870012|175.279253
brennandunn|36.7682088|-76.2874927
brentvatne|49.261226|-123.1139268
brewski|37.9100783|-122.0651819
briandoll|37.7749295|-122.4194155
brianmario|37.7749295|-122.4194155
brianp|49.261226|-123.1139268
bricestacey|42.3584308|-71.0597732
bricker|34.0522342|-118.2436849
brownbeagle|-31.9530044|115.8574693
browning|30.267153|-97.7430608
brunetton|50.62925|3.057256
bryan-ash|44.0153291|-73.1673508
bryanlarsen|45.4215296|-75.6971931
bryanstearns|45.5234515|-122.6762071
bryanwoods|40.7143528|-74.0059731
brycethornton|39.9611755|-82.9987942
brynary|40.7143528|-74.0059731
bschaeffer|35.1495343|-90.0489801
bschwartz|42.3736158|-71.1097335
bsharpe|48.2472982|-112.8080272
bsodmike|51.5112139|-0.1198244
btucker|42.3736158|-71.1097335
buddhamagnet|51.237276|-0.205883
burke|49.8997541|-97.1374937
bvogel|53.5510846|9.9936818
bwalding|-27.4710107|153.0234489
bwbuchanan|45.5234515|-122.6762071
caike|28.5383355|-81.3792365
cainlevy|40.7143528|-74.0059731
caius|52.5864845|-2.7037501
calavera|37.7749295|-122.4194155
caleb|43.16103|-77.6109219
calebthompson|42.3584308|-71.0597732
cardmagic|45.5234515|-122.6762071
carlesso|45.4935071|12.1582911
carllerche|37.7749295|-122.4194155
carlos21|-12.0478158|-77.0622028
carlosantoniodasilva|-27.2145121|-49.6434684
carlosbrando|-14.235004|-51.92528
carlosgaldino|-14.235004|-51.92528
carlosparamio|40.463667|-3.74922
carols10cents|40.4406248|-79.9958864
carsonmcdonald|38.2526647|-85.7584557
cbandy|31.9685988|-99.9018131
cbartlett|40.65|-73.95
ccarruitero|-9.189967|-75.015152
cch1|50.0899567|19.9798275
cczona|37.7749295|-122.4194155
cehoffman|32.3182314|-86.902298
cfabianski|45.764043|4.835659
cgriego|32.7801399|-96.8004511
chad|52.519171|13.4060912
chadmoone|38.9072309|-77.0364641
charliesome|-37.814107|144.96328
chendo|-37.814107|144.96328
chetan|40.7143528|-74.0059731
chewi|56.394994|-3.430838
chielwester|52.6760192|4.9081883
choonkeat|1.352083|103.819836
chopmo|56.162939|10.203921
chriseppstein|37.3393857|-121.8949555
chrisfinne|37.4852152|-122.2363548
chrisk|37.7749295|-122.4194155
chrislloyd|37.7749295|-122.4194155
chrislwade|36.1666667|-86.7833333
chrismcg|54.34897|-6.26978
chrismear|51.5112139|-0.1198244
chrisnicola|49.261226|-123.1139268
christopherscott|37.3393857|-121.8949555
christos|40.463667|-3.74922
chrome|54.9887422|73.3692654
chuyeow|1.352083|103.819836
cibernox|41.3850639|2.1734035
cldwalker|42.3584308|-71.0597732
clemens|47.2692124|11.4041024
cliochris|53.544389|-113.4909267
cmeiklejohn|41.5800945|-71.4774291
codahale|37.8715926|-122.272747
codeodor|29.7601927|-95.3693896
colinbm|55.953252|-3.188267
collin|41.0206802|-91.9548274
coop|-27.4710107|153.0234489
coreyhaines|41.8781136|-87.6297982
coreyti|14.2491516|120.9010259
coreyward|30.267153|-97.7430608
cqpx|29.56301|106.551557
cr0t|51.5323|46.0159907
craigw|51.5112139|-0.1198244
crakalakin|37.09024|-95.712891
crankharder|38.9072309|-77.0364641
croaky|37.7749295|-122.4194155
csshsh|52.519171|13.4060912
ctcherry|32.7153292|-117.1572551
ctrochalakis|37.9837155|23.7293097
cvx|51.919438|19.145136
cwninja|51.5112139|-0.1198244
czarneckid|40.7143528|-74.0059731
dabit|23.634501|-102.552784
daeltar|50.0755381|14.4378005
daenney|52.2215372|6.8936619
dahakawang|30.572269|104.066541
dalibor|41.9973462|21.4279956
dallas|43.6187102|-116.2146068
danielmorrison|42.7875235|-86.1089301
danielvlopes|-19.9190677|-43.9385747
danmcclain|42.3584308|-71.0597732
darragh|53.3498053|-6.2603097
dasch|55.6760968|12.5683371
davetoxa|61.52401|105.318756
daveyeu|40.7143528|-74.0059731
davidcelis|45.5234515|-122.6762071
davidpeckham|36.778261|-119.4179324
davidtrogers|37.3860517|-122.0838511
davidw|45.4064349|11.8767611
davout|48.856614|2.3522219
dazuma|47.6814875|-122.2087353
dburt|-37.814107|144.96328
dbussink|52.2215372|6.8936619
dchelimsky|41.8781136|-87.6297982
dcrec1|-23.5489433|-46.6388182
dcurtis|37.7749295|-122.4194155
ddefrenne|51.053468|3.73038
ddemaree|41.8781136|-87.6297982
ddollar|33.7489954|-84.3879824
defunkt|37.7749295|-122.4194155
defv|50.503887|4.469936
demands|37.7749295|-122.4194155
denisj|45.188529|5.724524
derek-watson|43.653226|-79.3831843
derekkraan|52.3702157|4.8951679
derekprior|42.3584308|-71.0597732
devl|60.128161|18.643501
devton|-19.6201095|-44.0437678
dfl|37.7749295|-122.4194155
dgeb|43.1938516|-71.5723953
dgraham|39.737567|-104.9847179
dguettler|42.3584308|-71.0597732
dhh|41.8781136|-87.6297982
dickeyxxx|34.0522342|-118.2436849
dimko|55.7512419|37.6184217
dissolved|38.8799697|-77.1067698
divineforest|55.7512419|37.6184217
divoxx|37.7749295|-122.4194155
djanowski|-34.6037232|-58.3815931
djones|37.7749295|-122.4194155
dkaplan88|41.8781136|-87.6297982
dkubb|49.200282|-122.420248
dlam|43.4642578|-80.5204096
dmarkow|32.7801399|-96.8004511
dmathieu|45.764043|4.835659
dmcinnes|45.5234515|-122.6762071
dmitriy-kiriyenko|48.015883|37.80285
dmitry|28.2915637|-16.6291304
dnnx|53.9|27.5666667
docunext|38.9072309|-77.0364641
dogweather|45.5234515|-122.6762071
domon|25.091075|121.5598345
dougal|55.953252|-3.188267
dougalcorn|39.1031182|-84.5120196
dougbarth|37.7749295|-122.4194155
dougfales|45.6614105|-110.5599556
dougireton|47.6062095|-122.3320708
dpetersen|44.0581728|-121.3153096
dpickett|42.2204268|-70.95468
dpmcnevin|34.0522342|-118.2436849
dpree|48.7754181|9.1817588
draiken|-14.235004|-51.92528
dre3k|48.379433|31.16558
dreamfall|53.9|27.5666667
drewda|36.778261|-119.4179324
drnic|37.4418834|-122.1430195
drodriguez|40.4167754|-3.7037902
drogus|52.2296756|21.0122287
dsboulder|37.7749295|-122.4194155
dtaniwaki|40.7143528|-74.0059731
dtrasbo|56.26392|9.501785
dubek|32.066158|34.777819
duelinmarkers|30.267153|-97.7430608
duff|35.7795897|-78.6381787
duggiefresh|42.3584308|-71.0597732
duncanbeevers|45.5234515|-122.6762071
durran|52.519171|13.4060912
dwbutler|34.1477849|-118.1445155
dweinand|37.7749295|-122.4194155
dyba|34.0522342|-118.2436849
dylanahsmith|45.4215296|-75.6971931
e2|51.919438|19.145136
eac|37.7749295|-122.4194155
ebeigarts|56.9496487|24.1051864
edavis10|45.5234515|-122.6762071
edbond|50.4501|30.5234
edgarjs|20.67359|-103.343803
edtsech|50.0755381|14.4378005
edward|45.4215296|-75.6971931
ef4|42.3875968|-71.0994968
eiel|34.3852029|132.4552927
eimermusic|59.32893|18.06491
eladmeidar|31.046051|34.851612
elia|45.4654542|9.186516
elliterate|40.7143528|-74.0059731
elpic|-34.8836111|-56.1819444
emachnic|30.4382559|-84.2807329
empact|37.7749295|-122.4194155
eostrom|44.983334|-93.26667
eparreno|41.9794005|2.8214264
epid|30.4582829|-91.1403196
eric1234|33.7489954|-84.3879824
ericcf|41.8781136|-87.6297982
erichmenge|37.3393857|-121.8949555
erikstmartin|27.9658533|-82.8001026
ernie|38.2526647|-85.7584557
ershad|10.8505159|76.2710833
esad|48.2081743|16.3738189
eshira|30.267153|-97.7430608
etehtsea|59.9395237|30.3120206
etiennebarrie|48.856614|2.3522219
eugenebolshakov|59.9395237|30.3120206
eval|52.3702157|4.8951679
evanfarrar|40.65|-73.95
evangoer|37.3393857|-121.8949555
evantravers|33.5206608|-86.80249
evilchelu|37.6658757|-91.8479332
evsyukovmv|48.464717|35.046183
ewoodh2o|33.7489954|-84.3879824
excid3|38.6270025|-90.1994042
fabianrbz|-34.8836111|-56.1819444
fabiokr|-27.5969039|-48.5494544
fabrik42|49.9010547|8.8444959
fagiani|-5.7944785|-35.2109531
farski|42.3584308|-71.0597732
fastred|51.919438|19.145136
fbrubacher|-34.8836111|-56.1819444
fcheung|52.205337|0.121817
felipero|-14.235004|-51.92528
felixbuenemann|51.165691|10.451526
fesplugas|41.3850639|2.1734035
ffmike|37.9715592|-87.5710898
filipeamoreira|39.4699075|-0.3762881
firedev|7.9810496|98.3638824
fjan|52.3702157|4.8951679
flexoid|53.9|27.5666667
flippingbits|50.1109221|8.6821267
floehopper|51.7520209|-1.2577263
flop|43.604652|1.444209
florent2|-12.0478158|-77.0622028
fluxin|30.267153|-97.7430608
flyerhzm|31.230393|121.473704
flype|40.463667|-3.74922
foca|-34.8836111|-56.1819444
foliosus|45.5234515|-122.6762071
fontno|31.2448234|-92.1450245
foobarfighter|37.7749295|-122.4194155
foobarwidget|34.2331373|-102.4107493
fooledbyprimes|40.6936488|-89.5889864
fosrias|35.3338967|-119.072581
fragility|41.8382622|-111.8327229
franckverrot|45.764043|4.835659
francois2metz|48.856614|2.3522219
frankieroberto|51.5112139|-0.1198244
fredwu|31.230393|121.473704
freegenie|41.8929163|12.4825199
fryguy|40.0583238|-74.4056612
fujimura|35.6894875|139.6917064
funny-falcon|55.7512419|37.6184217
fuzzyalej|40.4167754|-3.7037902
fxn|41.3850639|2.1734035
fxposter|48.464717|35.046183
gabehollombe|1.352083|103.819836
gabrielmansour|43.653226|-79.3831843
gaffo|47.6814875|-122.2087353
gaganawhad|44.983334|-93.26667
gammons|39.952335|-75.163789
ganeshkumar|12.9715987|77.5945627
garysweaver|35.7795897|-78.6381787
gaspard|46.818188|8.227512
gaurish|26.9124165|75.7872879
gawyn|41.3850639|2.1734035
gazay|59.9395237|30.3120206
gbchaosmaster|40.0583238|-74.4056612
gbp|51.481581|-3.17909
gbuesing|41.8781136|-87.6297982
gcampbell|37.7749295|-122.4194155
geekq|51.2277411|6.7734556
geemus|41.6611277|-91.5301683
geoffgarside|53.479324|-2.2484851
georg|-37.814107|144.96328
georgebrock|59.32893|18.06491
german|50.4501|30.5234
gga|51.5112139|-0.1198244
ghazel|37.7749295|-122.4194155
gkop|37.7749295|-122.4194155
glenngillen|37.7749295|-122.4194155
glitterfang|41.4994954|-81.6954088
glv|33.0198431|-96.6988856
gmile|50.4501|30.5234
gnagno|51.5112139|-0.1198244
gogogarrett|-33.8674869|151.2069902
golubeff|55.7512419|37.6184217
goncalossilva|41.1566892|-8.6239254
goshakkk|53.9|27.5666667
gramos|-31.6323891|-60.6994591
granth|49.261226|-123.1139268
grantneufeld|51.0453246|-114.0581012
gregg|28.5383355|-81.3792365
groguelon|46.227638|2.213749
grosser|37.7749295|-122.4194155
gsamokovarov|42.6978388|23.3216697
gsphanikumar|20.593684|78.96288
gsterndale|39.952335|-75.163789
gtd|51.5112139|-0.1198244
guedes|-14.235004|-51.92528
gufo|59.32893|18.06491
guilleiguaran|10.9642103|-74.7970435
guillermo|52.519171|13.4060912
gutenye|29.306841|120.075058
guyboltonking|56.4906712|-4.2026458
h-lame|51.5112139|-0.1198244
hammerdr|41.8781136|-87.6297982
han|35.6894875|139.6917064
hardbap|42.3584308|-71.0597732
harking|39.2037144|-76.8610462
hasanove|40.4349504|49.8676232
hassox|-25.274398|133.775136
hates|51.5112139|-0.1198244
hayesr|34.3916641|-118.542586
heel|48.1367203|11.576754
heimidal|39.737567|-104.9847179
henning-koch|51.165691|10.451526
henrik|59.32893|18.06491
henrikhodne|37.6909682|-122.3107517
hiroshi|35.6894875|139.6917064
hoffm|40.7143528|-74.0059731
holli|61.92411|25.748151
hone|30.267153|-97.7430608
houdini|55.7512419|37.6184217
hsbt|36.204824|138.252924
hsume2|37.7749295|-122.4194155
htanata|37.7141454|-122.25
htp|37.7749295|-122.4194155
hugolnx|-14.235004|-51.92528
hugopeixoto|39.399872|-8.224454
iain|52.132633|5.291266
iamvery|34.79981|-87.677251
iancanderson|40.4406248|-79.9958864
ianfleeton|55.378051|-3.435973
iangreenleaf|32.7153292|-117.1572551
ianwhite|53.381129|-1.470085
iblue|52.519171|13.4060912
igel|52.519171|13.4060912
ihid|52.486243|-1.890401
ihower|24.8039455|120.9646866
ikataitsev|59.9395237|30.3120206
imajes|40.65|-73.95
imkmf|48.7595529|-122.4882249
indirect|37.7749295|-122.4194155
indrekj|58.595272|25.013607
inossidabile|1.352083|103.819836
intrepidd|48.856614|2.3522219
irio|-29.918889|-51.1780587
istewart|47.6062095|-122.3320708
ivankukobko|48.379433|31.16558
iwarshak|29.4241219|-98.4936282
jackdempsey|37.7749295|-122.4194155
jacobat|55.6760968|12.5683371
jacortinas|29.4241219|-98.4936282
jadeatucker|37.3860517|-122.0838511
jadeforrest|45.5234515|-122.6762071
